uv_power_mw_cm2,exposure_seconds,dose_mJ_cm2,distance_cm,temp_c,initial_cfu_log,D90_mJ_cm2,spectral_410nm,spectral_435nm,spectral_500nm,spectral_560nm,spectral_585nm,spectral_630nm,target_log_reduction
1.2194,203.57,248.233,2.16,21.94,3.2,7.338,932.78,859.17,829.17,871.69,841.23,889.76,3.153
1.0303,338.46,348.699,10.637,14.22,4.817,3.667,994.48,874.64,863.44,958.75,907.15,903.24,4.712
0.469,123.385,57.872,14.646,26.87,7.469,4.414,1059.39,968.65,941.27,1001.97,929.98,774.78,7.469
0.3613,445.326,160.892,10.121,29.47,2.06,3.585,825.08,800.93,802.81,725.59,713.51,736.15,2.06
0.4488,31.841,14.289,21.305,16.84,6.695,1.672,1024.36,978.88,950.36,979.4,833.06,965.76,6.695
0.381,511.599,194.926,24.962,14.16,2.345,4.451,906.76,818.63,846.45,788.3,864.71,769.27,2.345
1.5614,119.319,186.301,22.209,16.27,4.869,4.26,849.64,970.75,910.78,870.3,847.24,737.26,4.869
0.7067,524.702,370.832,29.691,26.17,5.827,1.848,1019.44,1050.28,940.31,873.04,889.01,788.32,5.729
0.1251,211.841,26.503,8.904,20.78,6.121,6.615,944.41,952.32,896.17,824.7,842.16,837.78,6.018
1.9385,433.749,840.828,26.375,5.16,2.351,6.208,790.67,848.74,788.97,873.52,751.13,805.67,2.277
1.7687,191.876,339.377,23.232,18.1,4.512,6.739,931.41,913.79,860.41,914.37,821.71,752.69,4.401
1.8562,543.594,1009.034,11.503,4.45,5.503,3.08,948.74,980.19,963.71,851.8,957.41,664.49,5.503
1.9899,76.419,152.064,22.29,24.24,2.396,0.8,774.78,822.59,826.84,855.04,756.26,694.66,2.396
0.3561,107.523,38.284,4.018,12.54,2.811,6.168,796.88,838.68,819.61,800.05,813.16,738.89,2.774
0.7985,296.072,236.42,23.891,16.27,5.982,3.34,893.18,1045.53,955.66,1022.53,833.74,881.56,5.965
1.5189,49.622,75.371,16.438,24.77,5.13,2.773,1001.83,818.26,865.71,770.65,853.75,743.96,5.039
1.3951,117.99,164.606,9.476,5.21,2.971,1.857,931.96,817.86,811.96,785.48,762.22,774.14,2.971
0.3163,566.288,179.09,20.018,8.12,5.211,4.312,982.67,957.89,958.89,780.22,824.96,811.89,5.211
1.6335,585.906,957.081,19.607,14.35,7.476,8.943,1034.44,931.82,1017.41,860.43,915.37,940.23,7.476
0.4566,226.067,103.231,7.075,9.98,2.094,3.736,844.44,854.15,756.81,770.01,735.99,709.41,2.094
0.4554,554.01,252.295,1.882,12.79,5.856,2.275,1065.74,903.62,895.37,841.95,929.08,906.25,5.806
1.0786,327.122,352.827,13.575,29.95,2.442,6.63,907.08,870.68,810.2,766.45,734.54,730.07,2.39
1.19,162.211,193.023,17.516,25.46,2.039,5.432,876.12,917.16,835.08,830.38,738.61,745.61,2.039
1.1644,421.588,490.885,26.422,26.98,2.904,0.8,926.67,877.35,820.51,832.51,781.15,724.87,2.904
0.1921,395.512,75.961,27.918,28.36,4.537,6.656,858.94,874.58,890.71,859.32,879.98,728.34,4.524
1.7561,593.481,1042.239,16.335,12.86,6.814,10.321,996.6,1011.54,877.95,800.49,870.67,839.13,6.78
0.5385,159.396,85.842,22.86,11.72,3.691,0.8,839.82,870.82,792.25,850.57,801.57,791.71,3.691
0.2677,403.4,108.004,13.74,10.09,5.754,1.911,925.79,982.98,899.7,877.76,875.65,1012.22,5.725
1.7786,31.688,56.361,22.636,25.58,4.467,0.8,1040.55,884.46,884.36,777.48,843.27,851.24,4.467
1.9117,68.631,131.205,6.939,21.67,3.406,4.812,949.8,922.37,732.92,843.18,728.1,833.49,3.395
1.7256,2.849,4.916,11.761,10.14,5.085,7.476,988.55,991.47,928.86,843.65,772.35,791.75,2.367
1.6209,599.677,972.038,19.393,13.8,6.785,5.264,1075.22,1044.69,786.92,817.53,866.98,811.83,6.785
1.3139,481.463,632.61,1.527,17.17,6.995,8.48,1018.69,1016.0,946.07,865.37,945.23,754.23,6.995
1.1062,472.14,522.285,21.951,17.73,7.079,7.076,988.1,920.04,869.6,933.98,912.88,853.48,7.022
0.1831,306.081,56.045,25.231,27.11,4.031,9.255,871.74,951.81,878.43,876.43,806.13,706.95,3.911
0.8228,180.39,148.429,12.575,13.89,6.761,7.901,928.78,953.95,943.84,893.87,872.17,906.27,6.658
0.7517,91.183,68.538,13.99,27.62,3.273,3.993,870.97,967.87,888.32,838.82,726.16,745.32,3.243
0.5269,171.163,90.187,25.687,15.48,6.431,5.167,957.23,1062.07,959.16,971.51,848.44,796.95,6.431
1.4496,225.895,327.458,23.494,23.41,7.69,2.828,1073.33,1090.77,1035.3,923.08,937.31,922.39,7.644
0.9968,453.908,452.452,9.356,28.19,2.082,4.423,830.25,778.55,740.83,771.18,757.23,718.8,2.082
0.1713,324.027,55.5,10.395,27.6,4.642,5.155,922.19,925.84,945.96,829.98,834.23,745.12,4.632
0.4482,46.951,21.042,20.687,5.48,5.887,4.788,949.5,945.44,870.81,823.59,807.78,930.36,5.719
1.3697,11.308,15.489,17.333,9.35,6.211,8.356,1009.01,1055.89,970.01,943.18,829.73,793.31,5.2
0.1615,61.848,9.989,5.705,16.4,3.057,4.175,814.08,717.38,781.54,810.57,643.23,782.08,2.675
1.7039,246.594,420.172,9.988,15.22,7.833,2.67,1023.95,1005.82,912.76,833.52,886.85,883.2,7.765
0.9953,559.949,557.341,27.1,20.66,5.692,2.826,994.64,975.99,990.76,758.87,795.89,947.13,5.621
0.9664,382.623,369.754,20.957,28.56,2.986,6.638,957.88,935.95,835.09,715.85,689.0,797.19,2.834
1.1889,481.195,572.088,29.593,6.92,2.123,1.492,762.75,688.52,787.96,736.36,736.71,668.05,2.123
1.6511,280.092,462.463,23.243,15.75,6.7,4.497,1046.33,888.16,951.06,891.66,913.13,1003.72,6.7
0.7021,217.319,152.588,28.317,9.0,2.478,8.319,798.48,874.0,841.44,762.89,836.0,691.55,2.423
1.3593,65.486,89.012,7.269,27.25,2.846,5.731,816.7,827.52,806.42,845.52,757.17,665.92,2.846
1.1358,525.622,597.005,23.373,29.08,5.449,4.813,904.83,898.27,865.32,905.78,836.49,947.86,5.382
0.5414,470.004,254.454,1.586,16.45,5.621,4.91,960.74,1025.64,961.84,860.14,860.45,849.52,5.407
1.7585,101.287,178.11,20.452,6.7,6.121,2.426,974.61,859.37,953.4,840.71,872.77,889.35,6.121
1.5969,307.6,491.2,14.609,24.42,4.361,2.857,909.18,958.5,883.24,845.5,751.03,817.84,4.361
1.3203,292.681,386.433,11.056,22.13,6.643,4.512,1089.63,919.7,1040.88,834.55,930.48,782.56,6.596
1.7027,375.242,638.909,26.01,13.22,7.846,5.678,1017.58,956.69,985.64,1011.5,906.77,995.45,7.691
1.7359,567.739,985.547,25.774,27.07,3.627,7.37,872.76,949.24,860.0,829.08,758.73,902.0,3.507
1.4196,348.073,494.139,1.647,29.37,6.218,5.231,1011.14,939.86,915.8,923.08,805.72,759.17,6.218
1.6757,324.36,543.516,18.676,18.5,7.571,8.382,1114.54,1045.93,910.39,846.58,1046.48,862.37,7.571
1.398,30.669,42.874,11.667,18.71,6.118,9.013,1021.22,1092.98,959.51,898.16,912.26,883.82,6.118
1.3635,38.213,52.103,13.054,11.74,6.087,6.988,897.62,971.49,918.5,952.65,885.84,846.88,5.994
1.241,112.814,140.007,25.129,19.2,3.343,8.062,783.84,914.97,842.18,744.94,655.99,704.42,3.343
1.5079,19.966,30.107,9.985,15.43,5.211,2.523,1025.3,974.67,844.8,919.04,757.02,846.54,5.211
0.3256,446.14,145.274,28.348,11.86,5.375,2.127,1002.1,963.13,813.78,870.07,883.62,879.69,5.375
1.7629,434.137,765.354,6.209,5.75,6.201,6.295,1029.42,820.71,893.65,946.11,830.6,968.54,6.201
1.745,82.066,143.202,20.219,10.57,7.981,1.647,1006.48,1026.03,946.71,1076.45,851.9,768.11,7.86
0.0682,501.729,34.219,20.491,9.14,2.202,4.274,858.71,876.81,806.35,769.03,763.22,704.78,2.105
1.6534,93.294,154.25,8.314,18.09,2.391,6.928,940.47,832.04,713.76,799.25,774.13,659.64,2.351
0.2665,181.055,48.242,10.418,19.64,2.468,8.533,907.21,938.9,851.22,794.64,683.45,877.13,2.468
0.6769,149.762,101.372,25.209,19.82,6.458,4.364,951.11,961.68,950.06,906.97,869.75,970.94,6.347
1.4896,223.698,333.217,23.092,14.09,2.818,3.375,873.24,782.56,909.81,828.36,732.75,785.18,2.804
0.3299,153.171,50.533,10.544,14.95,5.735,5.801,1007.74,988.03,831.02,842.79,801.42,829.03,5.72
1.6378,293.626,480.887,16.485,25.69,3.948,2.316,872.42,837.21,870.44,794.42,783.52,820.45,3.948
1.6659,244.741,407.726,2.789,16.38,4.744,4.567,980.66,895.84,906.39,858.73,793.2,875.7,4.744
1.0199,591.948,603.705,7.054,29.68,3.294,4.98,923.33,880.35,819.98,776.18,698.86,777.24,3.213
0.0227,34.028,0.773,15.089,15.43,7.197,4.93,1060.33,1003.36,936.8,1017.53,997.17,901.01,1.16
0.5812,85.738,49.831,3.493,20.89,5.517,5.221,952.17,939.46,876.41,892.25,907.22,827.08,5.423
1.2377,32.169,39.815,25.457,5.31,7.667,2.914,979.17,973.19,1012.02,1051.65,973.64,770.32,7.667
1.9626,375.692,737.318,21.822,20.99,5.448,3.183,1013.57,1050.73,851.12,928.83,848.31,706.54,5.404
1.2673,33.178,42.047,28.365,26.14,2.743,3.132,889.74,803.32,813.15,896.79,762.56,713.2,2.743
0.527,501.946,264.53,21.111,28.5,3.025,0.95,879.5,886.53,832.05,885.62,738.26,739.62,3.025
1.2717,307.407,390.921,28.272,29.93,7.934,5.855,1038.55,1110.23,990.46,924.74,1022.73,917.17,7.934
1.0846,316.441,343.203,17.081,11.34,6.353,7.237,1043.32,1015.34,867.49,969.2,964.51,831.15,6.353
1.5619,337.176,526.632,18.406,18.96,2.296,6.991,829.64,782.48,828.96,827.86,794.4,614.81,2.296
0.2229,102.903,22.936,29.332,15.72,6.223,4.344,973.42,960.88,953.94,905.18,878.35,828.35,6.223
1.5244,119.015,181.432,19.622,18.66,4.473,2.972,988.19,866.69,913.57,901.53,799.17,816.21,4.473
1.0871,191.631,208.326,1.893,8.09,3.843,6.861,926.04,854.01,829.17,820.32,852.17,699.54,3.742
1.9264,356.301,686.362,21.99,26.26,2.924,6.597,900.27,865.94,757.84,788.39,844.47,749.05,2.924
0.6903,126.466,87.302,27.259,27.65,7.039,5.544,974.58,988.15,973.57,898.58,944.8,952.1,6.994
1.2689,70.241,89.13,24.072,15.69,2.383,9.361,929.22,847.7,834.45,892.0,733.57,706.16,2.294
1.8647,582.085,1085.435,17.931,11.29,3.739,4.934,872.83,765.11,867.61,754.94,805.84,871.31,3.716
0.214,13.678,2.927,20.468,7.66,3.838,4.358,958.53,798.09,791.57,779.25,806.94,677.16,1.892
1.8751,481.717,903.26,29.716,21.78,2.965,4.0,816.82,927.1,834.6,757.44,742.92,718.22,2.965
1.3789,472.927,652.116,3.629,12.12,5.049,1.098,1088.85,910.96,878.76,813.36,823.04,772.77,5.049
0.145,178.68,25.908,20.35,27.65,2.07,6.653,884.25,877.89,729.01,761.43,845.73,693.84,2.07
0.6089,81.808,49.814,9.219,21.45,3.806,4.736,828.98,934.94,862.7,898.02,819.71,703.75,3.806
1.4193,87.804,124.617,19.563,20.79,7.602,6.275,1069.42,1026.46,908.14,939.13,817.04,874.9,7.602
0.144,418.61,60.291,18.621,18.54,3.863,9.605,881.69,944.21,887.34,777.79,949.37,682.15,3.863
1.1685,385.863,450.888,5.45,5.19,4.163,4.023,828.16,939.89,859.01,840.69,869.57,749.18,4.163
0.6983,469.756,328.034,6.996,28.23,4.839,0.8,1034.4,902.04,812.82,908.58,839.12,773.16,4.839
1.2456,562.52,700.687,19.027,20.33,5.37,6.203,1021.51,894.02,926.85,848.96,866.27,930.85,5.366
0.101,415.31,41.957,4.719,29.85,6.852,5.417,1032.65,971.16,882.31,997.44,763.45,852.02,6.852
1.7444,93.933,163.853,8.69,17.97,3.142,3.169,985.2,793.19,850.57,822.53,800.49,760.76,3.098
1.9472,146.444,285.162,25.222,22.46,7.23,5.993,1012.64,1056.17,984.86,936.3,822.4,809.4,7.23
1.9381,505.395,979.49,10.486,5.46,6.545,6.965,1002.22,944.4,936.63,907.72,864.21,799.42,6.437
1.5018,125.979,189.196,15.154,20.43,6.336,2.633,1054.72,934.93,883.17,913.35,984.03,706.79,6.336
0.2689,43.977,11.824,28.293,23.88,2.521,4.247,842.35,848.28,794.27,851.63,778.12,701.76,2.48
1.5189,422.116,641.171,7.587,24.24,2.13,8.692,839.38,851.92,811.43,815.81,833.55,772.12,1.977
0.0589,241.815,14.25,12.299,24.02,5.564,3.196,978.49,1000.4,885.8,864.88,798.63,779.91,5.511
0.054,552.064,29.826,18.587,9.88,7.179,5.167,1040.02,955.17,917.41,935.36,832.42,863.02,7.179
0.654,390.328,255.268,22.905,29.36,5.507,0.8,953.58,913.8,887.45,949.81,948.52,840.76,5.507
0.9824,54.706,53.743,27.148,29.87,3.279,1.295,919.56,923.37,865.26,816.11,766.14,809.6,3.279
1.5431,568.74,877.629,27.549,5.97,2.543,5.394,781.54,727.78,764.3,800.02,801.65,795.98,2.543
1.3698,155.505,213.004,23.523,28.35,6.198,8.07,1010.0,962.24,957.49,873.92,890.25,894.74,6.11
0.8973,202.659,181.855,7.622,11.53,6.331,1.595,991.07,904.0,868.59,948.76,867.14,816.73,6.331
0.5545,241.655,134.002,1.719,21.92,3.035,5.186,939.73,921.77,830.6,820.13,811.4,779.58,2.995
1.9943,31.209,62.239,12.129,12.79,2.169,4.061,850.73,809.63,734.29,754.97,782.78,745.23,2.169
0.8581,298.161,255.852,5.105,29.16,4.45,7.383,924.76,820.95,843.18,756.95,819.25,613.37,4.398
0.9083,74.429,67.601,21.601,6.64,5.496,1.955,989.21,959.67,938.54,844.08,977.3,776.88,5.314
0.3356,240.882,80.843,20.173,16.94,6.236,6.075,939.43,1029.74,825.95,845.2,856.47,850.49,6.162
1.5917,210.751,335.445,2.275,15.13,6.86,3.366,952.65,1002.97,1007.45,1002.81,916.85,802.6,6.744
1.3904,463.818,644.905,25.261,12.48,5.663,5.558,961.35,950.17,842.22,918.94,839.32,818.19,5.663
0.4493,482.001,216.578,8.214,20.78,2.665,5.172,823.11,852.98,867.31,761.52,739.88,603.36,2.617
0.1739,92.471,16.084,13.535,7.41,6.095,4.371,939.7,1034.26,854.96,913.32,852.06,883.04,5.901
1.3642,220.247,300.46,20.37,22.63,7.905,6.195,973.48,963.71,981.26,931.36,830.62,883.72,7.82
1.3125,224.325,294.422,13.453,29.5,7.434,5.109,982.58,978.56,895.62,887.51,870.65,964.08,7.434
0.5538,91.271,50.544,13.797,24.92,7.23,4.668,1112.16,948.0,949.79,849.16,845.38,878.43,7.173
1.9022,479.173,911.492,2.903,26.36,3.813,4.109,864.09,751.65,813.81,875.52,806.81,783.85,3.813
0.3106,424.483,131.847,12.642,13.35,6.505,5.194,1110.51,1055.19,892.9,890.83,881.11,787.38,6.505
0.8703,114.634,99.771,23.181,12.45,7.107,5.555,1137.63,1040.2,963.95,1018.32,854.07,798.84,7.061
1.8878,220.35,415.975,27.54,17.44,6.07,2.527,974.61,902.59,875.83,927.14,934.07,844.07,6.07
0.8453,63.93,54.037,12.991,5.19,3.503,4.126,872.44,832.85,901.86,863.09,782.11,773.9,3.503
1.2807,377.11,482.952,13.284,28.58,7.723,2.362,1100.99,1011.52,1012.55,814.68,913.46,801.22,7.723
0.8012,73.262,58.699,21.376,7.74,4.705,4.9,915.59,901.14,772.9,948.65,800.43,868.77,4.588
0.5557,591.568,328.727,28.34,27.48,2.779,3.519,904.21,897.47,911.36,785.01,773.7,781.08,2.773
1.9681,468.519,922.099,8.745,6.17,2.659,6.927,884.52,906.27,832.14,665.68,789.7,682.59,2.659
0.8246,234.448,193.32,13.764,25.39,5.885,6.682,970.14,954.52,936.55,931.1,794.41,768.31,5.885
1.7893,347.349,621.497,24.083,7.95,4.626,2.693,892.85,967.21,874.68,776.59,810.32,853.06,4.566
0.4676,546.849,255.712,18.681,4.99,2.567,4.994,916.3,903.77,823.4,699.93,711.33,701.97,2.567
0.4341,332.683,144.41,4.207,22.71,6.442,6.596,910.66,967.63,956.38,921.68,820.91,861.22,6.442
0.072,105.112,7.564,19.204,11.29,6.796,4.562,1058.88,983.12,1057.15,860.65,891.0,864.83,5.38
1.3068,227.533,297.344,6.416,22.58,6.352,3.179,903.16,1000.29,1060.34,962.15,802.01,819.66,6.285
0.7434,505.965,376.118,15.796,18.43,3.214,2.269,938.96,798.01,763.29,807.81,807.76,703.56,3.214
1.7301,386.706,669.029,16.344,6.83,6.139,7.136,927.5,896.41,904.36,917.07,905.97,908.4,6.139
0.9517,390.609,371.738,26.41,28.24,2.064,7.257,805.86,866.79,798.8,789.88,780.12,666.6,2.064
1.9367,520.159,1007.395,14.412,15.76,3.831,4.48,960.43,835.52,869.54,781.5,692.18,714.09,3.831
0.3792,536.437,203.415,9.104,23.1,4.393,6.915,863.11,880.54,852.56,860.52,889.64,891.38,4.3
1.7386,551.916,959.539,7.698,17.03,7.011,0.8,927.25,871.15,909.23,931.62,878.33,874.37,7.011
1.5554,57.362,89.223,26.353,19.71,4.342,8.319,830.6,851.82,860.51,957.84,684.79,800.31,4.263
1.5441,326.704,504.474,5.959,11.87,2.068,4.608,842.8,783.9,760.9,830.06,715.21,827.07,2.068
1.6911,444.435,751.593,13.35,9.21,4.114,5.354,916.93,928.64,888.28,755.3,844.24,873.76,4.114
1.5244,454.278,692.518,6.428,18.11,4.994,4.199,904.24,940.09,986.36,820.25,839.08,750.37,4.994
1.2562,364.226,457.533,23.426,15.45,7.694,8.489,1110.42,1025.67,1051.58,861.97,1049.97,965.56,7.694
0.2712,100.489,27.25,14.757,14.14,7.646,2.348,975.18,1020.21,960.35,984.17,882.4,824.84,7.646
0.0747,478.554,35.761,11.183,21.49,3.085,8.686,865.04,878.77,888.58,773.84,800.17,645.85,3.056
1.8425,432.207,796.335,11.472,21.95,3.111,5.991,800.16,843.66,837.14,807.2,768.61,760.67,3.097
1.2371,52.138,64.502,25.714,5.19,2.98,6.557,862.64,848.68,797.88,714.44,733.66,750.25,2.975
1.5951,278.554,444.324,17.059,12.81,6.734,4.177,1003.22,989.78,914.1,980.37,874.76,904.56,6.674
0.9682,104.799,101.47,21.818,14.71,2.036,1.729,897.01,745.24,841.63,817.24,719.78,782.16,1.975
0.2434,202.817,49.375,27.014,6.52,2.763,7.326,785.42,858.87,844.61,838.98,744.47,797.52,2.763
0.2591,11.34,2.938,27.151,10.13,5.228,5.779,961.29,905.12,797.46,796.24,814.99,931.69,2.071
1.3743,240.498,330.51,10.527,5.34,3.485,8.404,888.13,907.21,940.48,721.1,804.9,875.9,3.485
0.8663,330.151,286.013,28.621,29.9,2.554,4.516,790.58,809.44,774.03,750.21,754.12,800.81,2.435
0.409,371.94,152.14,1.721,23.15,4.159,3.952,966.94,917.47,808.13,757.85,924.46,777.29,4.152
0.9883,398.262,393.592,11.928,6.27,3.645,8.47,972.89,863.7,765.41,721.85,734.44,765.6,3.645
0.1378,501.857,69.144,26.978,4.53,5.067,9.78,880.58,912.79,883.72,913.83,814.68,852.38,4.973
1.1681,129.67,151.471,8.964,22.7,7.875,5.023,1080.53,1054.87,1058.34,952.93,1012.01,887.48,7.875
0.5453,72.729,39.659,8.919,15.42,2.746,3.118,819.7,813.02,820.59,807.38,789.85,793.37,2.597
1.5971,510.997,816.134,9.776,24.46,4.236,7.026,840.61,960.88,843.1,899.88,797.31,855.27,4.132
0.6276,94.389,59.241,18.757,28.01,7.592,4.365,1090.84,971.09,915.29,870.77,1003.91,821.99,7.592
0.9159,584.869,535.674,13.712,19.58,7.261,6.498,999.03,1062.78,1042.74,972.79,968.02,861.69,7.236
0.0331,505.602,16.748,22.075,8.86,4.366,4.352,908.54,891.36,853.37,707.76,944.71,637.67,4.366
0.1542,300.776,46.37,26.952,24.34,6.194,8.91,1026.61,975.34,965.28,905.98,998.73,858.12,6.194
0.7911,588.862,465.827,20.552,28.85,2.527,3.251,982.6,820.02,791.7,819.92,791.33,723.05,2.527
0.9651,58.877,56.821,6.93,19.09,6.275,6.201,1065.81,991.61,946.46,831.61,781.46,773.28,6.188
1.204,182.188,219.362,28.048,21.73,7.837,3.778,996.47,992.73,1002.89,966.14,978.13,849.29,7.806
0.5904,383.116,226.195,8.67,12.77,5.225,4.296,939.01,979.08,1022.51,883.25,822.55,764.1,5.166
1.393,210.329,292.991,5.347,13.92,4.991,3.97,1025.65,928.11,918.28,876.32,779.75,737.95,4.906
1.7216,557.059,959.058,3.609,23.1,3.124,6.847,879.15,841.26,792.64,737.21,836.18,868.81,3.124
1.5619,39.843,62.231,17.338,28.12,5.803,7.296,969.29,935.23,945.34,894.98,916.25,706.56,5.803
0.0888,329.872,29.306,4.299,20.35,5.543,6.394,881.65,1019.24,831.38,959.57,805.87,846.7,5.518
0.9662,354.724,342.738,5.025,24.54,5.912,4.73,1073.37,948.17,837.6,843.41,818.09,883.47,5.845
0.2188,391.811,85.732,9.701,8.46,2.156,5.35,820.19,846.58,832.14,729.44,759.81,807.8,2.156
0.4917,153.772,75.605,9.168,9.51,5.292,7.244,1018.26,1002.8,915.22,943.81,725.28,770.45,5.139
1.9735,219.058,432.301,18.523,17.83,5.57,7.323,913.79,994.61,926.47,928.98,781.89,904.08,5.57
0.2936,506.286,148.629,24.686,8.59,3.245,0.8,836.49,849.3,754.36,868.05,744.45,771.27,3.141
1.0028,117.368,117.695,23.079,20.51,3.25,4.319,990.93,823.65,749.16,883.83,796.8,778.88,3.16
1.2401,496.207,615.361,8.612,11.58,3.657,4.439,944.1,872.78,844.15,753.26,770.35,896.89,3.657
1.4079,337.812,475.607,8.114,24.58,6.27,6.673,921.14,1024.42,908.95,811.27,855.18,884.08,6.27
1.1237,457.431,514.016,29.008,25.01,5.638,4.833,1008.68,983.66,816.15,897.12,829.89,758.57,5.632
0.0294,428.308,12.611,1.239,16.06,7.075,6.798,978.07,945.89,866.95,882.0,1083.55,739.61,5.879
0.6597,124.903,82.393,26.512,8.7,3.774,2.303,938.82,915.72,837.62,828.53,760.78,830.1,3.774
1.0402,341.503,355.247,6.792,20.82,7.472,5.65,983.53,948.15,963.37,862.28,813.9,884.27,7.338
0.1849,520.7,96.254,28.471,29.81,6.462,7.251,1029.8,1022.79,1071.7,810.56,888.61,810.25,6.344
0.7077,259.554,183.698,10.927,20.19,4.37,1.314,883.76,982.32,819.96,851.64,850.82,792.42,4.362
0.0761,579.971,44.121,13.77,4.93,2.572,11.284,823.8,821.07,787.3,799.88,780.55,672.78,2.419
0.1664,271.603,45.187,21.506,4.45,3.542,7.977,920.41,793.91,739.74,812.71,774.48,777.33,3.542
0.7999,86.1,68.869,18.042,12.33,7.741,5.003,1079.46,1044.0,1011.37,937.9,937.22,781.96,7.646
0.2741,233.966,64.131,10.22,9.09,3.862,2.929,968.67,850.49,825.06,687.55,857.59,834.66,3.862
1.1394,571.046,650.653,17.061,25.14,3.979,4.562,872.44,903.57,802.41,993.35,812.3,910.04,3.979
1.382,192.173,265.589,22.19,25.96,3.138,5.21,952.12,772.76,767.54,781.66,774.4,781.79,3.138
1.6032,520.925,835.13,2.228,10.72,6.841,6.102,886.65,965.85,962.18,1091.44,892.23,878.82,6.841
0.4083,528.81,215.912,1.325,12.47,3.654,8.752,955.9,859.72,843.18,767.05,780.37,805.89,3.654
0.3433,210.437,72.241,14.284,10.14,3.982,3.81,869.05,847.38,806.65,791.63,804.65,783.33,3.901
0.2181,50.413,10.995,4.823,27.62,4.486,6.407,906.02,817.33,907.06,851.38,879.29,719.33,3.671
1.2765,434.872,555.113,20.266,17.07,4.602,1.769,957.44,898.39,808.39,897.5,896.1,875.91,4.557
1.4159,187.252,265.127,7.208,21.06,4.468,3.966,957.91,839.01,892.54,838.64,811.9,807.69,4.411
0.0729,469.863,34.233,13.553,14.8,5.022,5.942,913.05,891.33,919.75,822.09,856.93,821.59,5.019
1.8731,265.872,497.994,6.732,20.41,6.887,6.728,965.08,985.54,966.46,937.5,974.53,933.12,6.862
0.1134,291.417,33.053,16.906,14.03,6.916,3.117,902.31,960.78,1009.44,970.76,886.95,955.24,6.855
1.0872,466.857,507.557,4.366,12.83,6.79,3.898,1023.98,1027.02,946.55,904.15,862.73,948.32,6.77
1.421,229.727,326.449,1.67,20.5,2.607,8.651,823.02,858.91,839.76,810.21,761.68,758.33,2.607
1.7432,266.155,463.969,2.483,19.37,6.798,7.905,1013.69,891.27,848.88,938.41,857.91,822.32,6.798
1.431,226.026,323.451,28.673,11.63,2.722,5.521,829.85,840.4,872.87,764.61,748.32,755.85,2.593
1.6054,220.721,354.353,5.126,7.88,2.748,0.8,904.09,807.36,753.37,714.63,892.29,744.85,2.724
0.6855,315.805,216.486,21.546,13.58,7.687,11.278,990.76,995.41,979.97,844.03,869.56,798.9,7.676
1.6315,485.375,791.891,2.97,14.8,6.916,4.95,1051.4,1000.07,843.2,950.26,1028.67,965.35,6.822
0.1694,217.38,36.83,4.137,20.35,5.314,4.219,919.77,918.13,872.15,902.13,846.61,803.21,5.304
1.7907,314.791,563.691,15.757,27.78,7.25,3.694,1083.76,1002.64,1045.27,936.22,970.64,855.83,7.25
1.0997,402.601,442.744,14.481,4.94,7.936,5.941,1033.0,1043.45,1041.64,972.32,823.91,838.26,7.936
1.6364,162.029,265.148,28.596,10.34,5.664,5.966,931.81,874.37,966.66,904.95,878.06,779.42,5.664
0.9101,166.875,151.875,28.4,9.04,5.677,7.377,1060.54,932.42,859.0,985.95,780.36,878.62,5.607
1.2907,560.081,722.908,23.609,17.06,6.527,2.685,1049.52,948.82,1043.6,929.81,880.69,1001.85,6.527
1.0575,434.259,459.247,18.461,15.17,3.393,4.219,909.64,872.42,851.64,831.14,816.03,657.13,3.393
1.4659,346.523,507.956,14.194,22.95,3.003,10.076,879.11,851.84,824.35,741.3,867.72,737.17,3.003
0.1724,388.808,67.048,11.329,10.3,6.557,5.561,895.28,902.64,1063.49,930.9,867.49,617.73,6.557
0.1301,18.065,2.35,28.466,19.46,4.069,4.569,786.56,856.65,931.94,824.03,797.14,761.75,1.656
0.5017,371.053,186.17,18.484,26.98,2.81,2.646,919.22,822.39,815.02,725.74,774.21,742.25,2.81
0.3275,305.951,100.197,17.793,27.68,3.889,6.265,871.49,807.2,849.44,721.92,788.09,785.72,3.889
1.7448,327.677,571.747,7.725,28.93,4.152,7.578,990.21,887.37,883.63,917.19,738.42,907.48,4.152
0.4462,215.975,96.376,2.354,24.1,7.791,7.186,1083.84,1076.68,1065.71,850.62,914.01,857.94,7.791
1.952,49.344,96.317,28.41,27.56,6.188,4.353,932.06,973.73,914.12,902.76,921.86,973.65,6.188
